Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
18364O,S N MUIRE BAINRION,Offaly,CATHOLIC,262476,232554,-7.06195,53.3395
18399K,S N BHRIDE,Offaly,CATHOLIC,220370,213761,-7.69534,53.174
18406E,S N PROINSIAS NAOFA,Offaly,CATHOLIC,226093,232422,-7.60821,53.3414
18524K,S N NAOMH BRIGHDE BUACH,Offaly,CATHOLIC,233367,224755,-7.4998,53.2721
18537T,S N ROS COM RUA,Offaly,CATHOLIC,216318,196611,-7.75681,53.02
18690E,SCOIL BHRIDE,Offaly,CATHOLIC,248157,232487,-7.27693,53.3404
18777Q,S N LOMCHLUANA,Offaly,CATHOLIC,213596,218814,-7.79643,53.2196
18795S,S N MHUIRE,Offaly,CATHOLIC,223932,220485,-7.64156,53.2342
18797W,S N NAOMH SEOSAMH,Offaly,CATHOLIC,233744,225782,-7.49404,53.2813
19354Q,ST COLMANS N S,Offaly,CATHOLIC,242192,230745,-7.36672,53.3253
19638H,COOLDERRY CENTRAL NS,Offaly,CATHOLIC,210680,195694,-7.84086,53.0119
19713S,ARDEN BOYS NS,Offaly,CATHOLIC,233674,225750,-7.4951,53.281
19990V,GAELSCOIL AN EISCIR RIADA,Offaly,CATHOLIC,234967,224425,-7.47585,53.269
20068W,ST MARYS NATIONAL SCHOOL,Offaly,CATHOLIC,207664,219374,-7.88524,53.2247
20189L,TULLAMORE EDUCATE TOGETHER NS,Offaly,MULTI DENOMINATIONAL,233146,226915,-7.50289,53.2915
20267F,Scoil Bhr�de Primary School,Offaly,CATHOLIC,263054,233830,-7.05302,53.3509
20273A,S N Chartaigh Naofa,Offaly,CATHOLIC,225205,225792,-7.62207,53.2819
20289P,St. Cynoc's National School,Offaly,CATHOLIC,211338,224635,-7.83004,53.2719
20332N,Gaelscoil �adan Doire,Offaly,CATHOLIC,262867,232591,-7.05607,53.3398
20387P,Scoil Mhuire Agus Chormaic,Offaly,CATHOLIC,218413.44,213810.81,-7.7246,53.1745
01086R,S N POL NAOFA,Roscommon,CATHOLIC,168149,279595,-8.48305,53.765
01607T,S N COR NA FOLA B,Roscommon,CATHOLIC,199700,236100,-8.00451,53.3751
01866U,BALLYFORAN MIXED N S,Roscommon,CATHOLIC,181864,246655,-8.27313,53.4696
04800F,ROOSKEY N S,Roscommon,CATHOLIC,204822,287002,-7.92675,53.8325
05220P,S N MICHIL NAOFA,Roscommon,CATHOLIC,189145,299079,-8.16532,53.9409
06100K,S N CILL RONAIN,Roscommon,CATHOLIC,191108,311221,-8.13578,54.05
10967E,THREEN N S,Roscommon,CATHOLIC,163572,275984,-8.55203,53.7322
11201U,S N NAOMH PADRAIG,Roscommon,CATHOLIC,198153,291269,-8.02808,53.8708
11242L,CLOONBONNIF N S,Roscommon,CATHOLIC,161673,281417,-8.58148,53.7809
11466K,LISMOIL N S,Roscommon,CATHOLIC,189417,249987,-8.1595,53.4998
11943S,BALLINLOUGH N S,Roscommon,CHURCH OF IRELAND,158111,277015,-8.63492,53.7411
12003V,S N RONAIN,Roscommon,CATHOLIC,193594,240265,-8.09635,53.4125
12754U,S N CNOC AN SAMHRAIDH,Roscommon,CATHOLIC,200874,240079,-7.98686,53.4109
12964I,S N NAOMH SEOSAMH,Roscommon,CATHOLIC,191998,259829,-8.12085,53.5883
13047A,S N LIOS A CUILL M,Roscommon,CATHOLIC,158526,289561,-8.63032,53.8538
13198V,ST ANNES CON N S,Roscommon,CATHOLIC,167970,279729,-8.48577,53.7662
13262E,CLOVER HILL N S,Roscommon,CATHOLIC,183383,267026,-8.25134,53.6527
13498K,CLOONFOUR N S,Roscommon,CATHOLIC,205271,281524,-7.92003,53.7832
13757I,TARMON N S,Roscommon,CATHOLIC,171134,280212,-8.43783,53.7707
13839K,CARRICK N S,Roscommon,CATHOLIC,192939,248050,-8.10637,53.4824
13879W,SLATTA N S,Roscommon,CATHOLIC,201379,282975,-7.97907,53.7963
13978B,S N NAOMH PADRAIG,Roscommon,CATHOLIC,186988,313219,-8.19877,54.0679
14056G,MOUNT TALBOT N S,Roscommon,CATHOLIC,181336,253381,-8.28149,53.5301
14356S,LISANISKEY N S,Roscommon,CATHOLIC,177626,267704,-8.33846,53.6586
14684M,AUGHRIM N S,Roscommon,CATHOLIC,192001,291367,-8.12162,53.8716
14925I,S N NAOMH EOIN,Roscommon,CATHOLIC,179823,294749,-8.307,53.9017
14966W,KILTEEVAN N S,Roscommon,CATHOLIC,192448,265067,-8.11418,53.6353
15043C,CLOCHAR NA TROCAIRE,Roscommon,CATHOLIC,180693,302599,-8.29426,53.9723
15045G,S N NAOMH PADRAIG,Roscommon,CATHOLIC,193167,281273,-8.10367,53.781
15083O,ST MARYS CONVENT N S,Roscommon,CATHOLIC,187036,264243,-8.19597,53.6278
15255R,DON N S,Roscommon,CATHOLIC,164271,290452,-8.54312,53.8623
15308M,ATHLEAGUE N S,Roscommon,CATHOLIC,183547,257547,-8.24836,53.5676
15413J,BRIDESWELL N S,Roscommon,CATHOLIC,194156,244737,-8.08798,53.4527
15425Q,FAIRYMOUNT N S,Roscommon,CATHOLIC,168141,288671,-8.4841,53.8465
15531P,"SCOIL MHUIRE,",Roscommon,CATHOLIC,185849,234265,-8.21256,53.3584
15543W,TIBOHINE N S,Roscommon,CATHOLIC,166924,293041,-8.50307,53.8857
15545D,CASTLEPLUNKETT N S,Roscommon,CATHOLIC,177151,278007,-8.34641,53.7512
15557K,CLOONFAD N S,Roscommon,CATHOLIC,150339,270961,-8.75174,53.686
15584N,GRANGE N S,Roscommon,CATHOLIC,179353,298567,-8.31441,53.936
15614T,TAUGHMACONNELL N S,Roscommon,CATHOLIC,190328,238986,-8.14543,53.4009
15628H,ST JOSEPHS B N S,Roscommon,CATHOLIC,181036,302914,-8.28905,53.9751
15664L,GRANLAHAN G N S,Roscommon,CATHOLIC,155472,274136,-8.6745,53.715
15980V,CAMCLOON N S,Roscommon,CATHOLIC,195970,233364,-8.06052,53.3505
16009H,CARRICK MIXED N S,Roscommon,CATHOLIC,157010,277842,-8.65172,53.7484
16034G,TULSK N S,Roscommon,CATHOLIC,184033,280677,-8.24221,53.7754
16127N,GORTHAGANNY N S,Roscommon,CATHOLIC,155525,284468,-8.67519,53.8078
16291D,CLOONCAGH N S,Roscommon,CATHOLIC,193214,274017,-8.1028,53.7158
16334S,BALLINTUBBER N S,Roscommon,CATHOLIC,172965,274398,-8.40955,53.7185
16427C,CLONOWN N S,Roscommon,CATHOLIC,204492,235093,-7.93251,53.366
16815L,S N NAOMH CEITHEACH,Roscommon,CATHOLIC,180174,271132,-8.30014,53.6895
16816N,ATTYRORY N S,Roscommon,CATHOLIC,189788,234339,-8.1534,53.3592
17054R,S N ARD CIANAIN,Roscommon,CATHOLIC,196487,237623,-8.05281,53.3888
17094G,S N RATH CRUACHAN,Roscommon,CATHOLIC,179552,284467,-8.31044,53.8093
17100V,S N RATH ARADH,Roscommon,CATHOLIC,190427,252787,-8.14436,53.525
17255E,SCOIL NA MAINISTREACH,Roscommon,CATHOLIC,187335,264000,-8.19144,53.6256
17266J,BALLANAGARE N S,Roscommon,CATHOLIC,175323,287294,-8.37486,53.8345
17329H,S N PAROISTEACH,Roscommon,CHURCH OF IRELAND,180407,302777,-8.29863,53.9739
17353E,S N CILL TROSTAIN,Roscommon,CATHOLIC,193268,285129,-8.10222,53.8156
17492S,S N MHUIRE,Roscommon,CATHOLIC,174595,280678,-8.38538,53.775
17571O,KILMORE N S,Roscommon,CATHOLIC,197934,294141,-8.03143,53.8966
17622F,S N LASAIR NAOFA,Roscommon,CATHOLIC,192499,315967,-8.11465,54.0927
17709R,S N NAOMH MHUIRE,Roscommon,CATHOLIC,193000,307493,-8.1068,54.0166
17748E,S N PADRAIG NAOFA,Roscommon,CATHOLIC,173096,291216,-8.40904,53.8697
17808T,ST MARY'S PRIMARY,Roscommon,CATHOLIC,192643,280802,-8.11161,53.7767
17849K,S N O DUBHLAIN,Roscommon,CATHOLIC,194637,270515,-8.08118,53.6843
17904P,S N BRUSNA,Roscommon,CATHOLIC,157631,296490,-8.64488,53.916
18005J,SCOIL MHUIRE GAN SMAL,Roscommon,CATHOLIC,185176,242505,-8.22306,53.4324
18012G,S N CRUACHAIN,Roscommon,CATHOLIC,185526,295446,-8.22026,53.9082
18027T,CLOONIQUIN N S,Roscommon,CATHOLIC,184862,284016,-8.2298,53.8054
18061T,SCOIL MHUIRE,Roscommon,CATHOLIC,200054,269572,-7.99918,53.6759
18116S,MNS CLUAIN TUAISCIRT,Roscommon,CATHOLIC,199251,272294,-8.01134,53.7003
18165I,TISRARA NATIONAL SCHOOL,Roscommon,CATHOLIC,185067,250977,-8.2251,53.5086
18182I,NAOMH ATRACHTA,Roscommon,CATHOLIC,175151,296218,-8.3782,53.9147
18194P,CIARAN NAOFA,Roscommon,CATHOLIC,181011,262661,-8.28695,53.6134
18272J,S N NAOMH EOIN,Roscommon,CATHOLIC,197302,254711,-8.0407,53.5423
18395C,S N CLUAIN NA CILLE,Roscommon,CATHOLIC,198620,241761,-8.02076,53.426
18432F,S N BAILE UI FHIDHNE,Roscommon,CATHOLIC,197373,281672,-8.03986,53.7846
18454P,S N NAOMH TREASA,Roscommon,CATHOLIC,181842,308865,-8.27712,54.0286
18536R,S N MHUIRE LOURDES,Roscommon,CATHOLIC,163421,285899,-8.55549,53.8213
18571T,S N CNOC AN CHROCAIRE,Roscommon,CATHOLIC,193984,258255,-8.09083,53.5741
18626S,S N AN GLEANN DUIBH,Roscommon,CATHOLIC,197773,252036,-8.03358,53.5183
18729F,BALLINTLEVA N S,Roscommon,CATHOLIC,188379,246824,-8.17502,53.4713
18742U,ROXBORO N S,Roscommon,CATHOLIC,189870,267910,-8.15325,53.6608
19257S,STRABAGGAN N S,Roscommon,CATHOLIC,194848,314390,-8.07872,54.0785
19368E,S N NAOMH CIARAN,Roscommon,CATHOLIC,193294,230633,-8.10065,53.3259
19534S,BALLYBAY CENTRAL,Roscommon,CATHOLIC,199532,246025,-8.00705,53.4643
19720P,N MICHEAL AGUS PADRAIG,Roscommon,CATHOLIC,189241,304510,-8.16404,53.9897
19809I,ABBEYCARTON NS,Roscommon,CATHOLIC,187512,288565,-8.18976,53.8464
19815D,ST BRIDGETS N SCHOOL,Roscommon,CATHOLIC,186457,272582,-8.20509,53.7027
19980S,ST ATTRACTAS N S,Roscommon,CATHOLIC,161279,294616,-8.58912,53.8995
20126K,GAELSCOIL DE HIDE,Roscommon,CATHOLIC,186684,263473,-8.20126,53.6209
02013S,BALLINTOGHER N S,Sligo,CATHOLIC,176088,327893,-8.36644,54.1993
03924S,OWENBEG N S,Sligo,CATHOLIC,137524,334211,-8.95866,54.2529
04487E,S N NAITHI NAOFA,Sligo,CATHOLIC,156841,314608,-8.65947,54.0787
04802J,CLOONACOOL N S,Sligo,CATHOLIC,148926,316934,-8.78079,54.0989
09691F,KILLEENDUFF N S,Sligo,CATHOLIC,139875,336604,-8.92307,54.2746
12140I,St Joseph's National School,Sligo,CATHOLIC,135297,330049,-8.99193,54.2152
12171T,CORBALLA N S,Sligo,CATHOLIC,129738,324504,-9.07584,54.1646
12537M,CARN N S,Sligo,CATHOLIC,164816,306012,-8.53662,54.0021
12767G,S N RONAIN NAOFA,Sligo,CATHOLIC,172996,302541,-8.41156,53.9714
13196R,Taunagh National School,Sligo,CHURCH OF IRELAND,174030,320169,-8.39731,54.1298
13242V,CASTLEROCK N S,Sligo,CATHOLIC,143382,313438,-8.86488,54.0669
13831R,MOYLOUGH N S,Sligo,CATHOLIC,153867,308901,-8.70404,54.0272
13940W,ENNISCRONE N S,Sligo,CATHOLIC,129094,329898,-9.08697,54.213
14051T,STOKANE NS,Sligo,CATHOLIC,132969,325897,-9.02668,54.1776
14636B,CARRAROE N S,Sligo,CATHOLIC,169090,332972,-8.47419,54.2446
15004P,SCOIL ASICUS,Sligo,CATHOLIC,160831,335538,-8.60123,54.2671
15217J,ARDKEERIN N S,Sligo,CATHOLIC,174169,320029,-8.39517,54.1286
15337T,S N MHUIRE,Sligo,CATHOLIC,174297,356384,-8.39634,54.4552
15342M,S N NAOMH MHUIRE,Sligo,CATHOLIC,170689,311090,-8.44754,54.0481
15378K,ROCKFIELD N S,Sligo,CATHOLIC,159561,324374,-8.61922,54.1667
15431L,KILLAVILLE N S,Sligo,CATHOLIC,163781,310066,-8.55289,54.0384
15496Q,LEAFFONEY N S,Sligo,CHURCH OF IRELAND,132900,334669,-9.0297,54.2564
15571E,KILGLASS N S,Sligo,CATHOLIC,132930,331529,-9.02854,54.2282
16044J,KILROSS N S,Sligo,CATHOLIC,173110,327168,-8.41201,54.1927
16136O,CLIFFONEY N S,Sligo,CATHOLIC,170647,353637,-8.45234,54.4303
16492N,RATHLEE N S,Sligo,CATHOLIC,133257,336769,-9.02469,54.2753
16781U,COOLBOCK N S,Sligo,CATHOLIC,171540,321407,-8.43552,54.1408
16793E,MARY IMMACULATE NS,Sligo,CATHOLIC,168119,326428,-8.4884,54.1857
16927W,S N NAOMH SHEOSAIMH,Sligo,CATHOLIC,183921,311818,-8.24555,54.0552
17021C,S N PADRAIG NAOFA,Sligo,CATHOLIC,159680,344454,-8.62009,54.3471
17277O,ST EDWARDS N S,Sligo,CATHOLIC,169654,336962,-8.46595,54.2805
17283J,S N PADRAIG NAOFA,Sligo,CATHOLIC,184004,316905,-8.24455,54.1009
17599N,S N BAILE AN LUIG,Sligo,CATHOLIC,158676,331372,-8.63373,54.2295
17641J,S N REALT NA MARA,Sligo,CATHOLIC,163537,340043,-8.56024,54.3078
17718S,S N SEOSAMH NAOFA,Sligo,CATHOLIC,167901,325984,-8.49169,54.1817
17725P,S N BHRIDE,Sligo,CATHOLIC,167999,351491,-8.49292,54.4109
17774F,S N LISSARA NAOFA,Sligo,CATHOLIC,163285,320621,-8.56174,54.1332
17838F,S N EOIN NAOFA,Sligo,CATHOLIC,166272,329388,-8.51702,54.2122
17967Q,S N MULLACH RUA,Sligo,CATHOLIC,169444,303791,-8.46582,53.9824
18029A,S N MUIRE GAN SMAL,Sligo,CATHOLIC,149266,312006,-8.77477,54.0547
18053U,SOOEY N S,Sligo,CATHOLIC,174274,324221,-8.39392,54.1663
18298E,S N CUL FADA,Sligo,CATHOLIC,168865,308663,-8.47514,54.0262
18334F,S N CNOC MIONNA,Sligo,CATHOLIC,170194,317032,-8.45568,54.1014
18366S,S N AODAIN,Sligo,CATHOLIC,173605,351009,-8.40653,54.4069
18543O,S N CLOCHOG,Sligo,CATHOLIC,175237,314325,-8.37836,54.0774
18575E,S N MOLAOISE,Sligo,CATHOLIC,165878,349512,-8.52536,54.393
18580U,S N MUIRE GAN SMAL,Sligo,CATHOLIC,149570,334755,-8.77393,54.2591
18592E,S N NAOMH IOSEF,Sligo,CATHOLIC,146866,333154,-8.81514,54.2444
18715R,S N PAIRC ARD,Sligo,CATHOLIC,155759,333864,-8.67883,54.2516
18979F,S N URSULA,Sligo,CATHOLIC,167992,335857,-8.49135,54.2704
19389M,SN MUIRE GAN SMAL,Sligo,CATHOLIC,149478,306461,-8.77061,54.0049
19392B,SCOIL NAOMH AODAIN,Sligo,CATHOLIC,167593,299485,-8.49357,53.9436
19408N,RATHCORMACK N S,Sligo,CATHOLIC,168885,341022,-8.47818,54.3169
19416M,ST PAULS NS COLLOONEY,Sligo,CHURCH OF IRELAND,167956,326098,-8.49086,54.1828
19495L,CARBURY NAT SCH,Sligo,CHURCH OF IRELAND,169689,336036,-8.46532,54.2722
19635B,RANSBORO NEW CENTRAL,Sligo,CATHOLIC,164831,332965,-8.53953,54.2443
19688W,DROMORE WEST CENTRAL,Sligo,CATHOLIC,142383,332848,-8.88385,54.2412
19826I,ST BRENDANS NS,Sligo,CATHOLIC,168530,337025,-8.48321,54.281
19910U,SLIGO PROJECT SCHOOL,Sligo,MULTI DENOMINATIONAL,169679,335776,-8.46544,54.2698
19942K,ST PATRICKS NS,Sligo,CATHOLIC,174248,337502,-8.39546,54.2856
19964U,SCOIL MHUIRE GAN SMAL,Sligo,CATHOLIC,166446,315936,-8.51286,54.0914
19974A,SCOIL EOIN NAOFA,Sligo,CATHOLIC,168984,335461,-8.47608,54.267
19985F,OUR LADY OF MERCY N S,Sligo,CATHOLIC,169411,335605,-8.46954,54.2683
20019J,HOLY FAMILY SCHOOL,Sligo,CATHOLIC,152531,311843,-8.72489,54.0535
20044I,GAELSCOIL CHNOC NA RE,Sligo,CATHOLIC,167341,335219,-8.50127,54.2647
20113B,SCOIL CROI NAOFA,Sligo,CATHOLIC,160485,311782,-8.60342,54.0536
20385L,Our Lady's National School,Sligo,CATHOLIC,145509.72,310343.07,-8.83183,54.0393
00590A,BORRISOLEIGH B N S,Tipperary,CATHOLIC,202885,166281,-7.95727,52.7477
01569O,BALLYCAHILL N S,Tipperary,CATHOLIC,206324,159636,-7.90647,52.6879
01594N,ST JOHNS,Tipperary,CATHOLIC,213496,189891,-7.79915,52.9597
02428B,LACKAMORE N S,Tipperary,CATHOLIC,178261,160416,-8.32157,52.6945
04005G,S N NAOMH PEADAR,Tipperary,CATHOLIC,214948,153446,-7.7792,52.6321
04067F,CONVENT OF MERCY,Tipperary,CATHOLIC,172258,162230,-8.41051,52.7105
06658P,KILDANGAN N S,Tipperary,CATHOLIC,183985,186647,-8.23818,52.9305
09190G,BOHER N S,Tipperary,CATHOLIC,175252,172362,-8.36698,52.8017
11367I,PORTROE N S,Tipperary,CATHOLIC,176272,181286,-8.3525,52.882
11384I,GURTAGARRY N S,Tipperary,CATHOLIC,201467,174352,-7.97824,52.8202
12124K,REAR N S,Tipperary,CATHOLIC,183992,159532,-8.23675,52.6868
12540B,CLONMORE N S,Tipperary,CATHOLIC,215837,175426,-7.76501,52.8296
13867P,ROSCREA N S NO 2,Tipperary,CHURCH OF IRELAND,213901,189274,-7.79315,52.9541
13991Q,BIRDHILL N S,Tipperary,CATHOLIC,170535,166212,-8.43637,52.7462
14460N,KILLEA N S,Tipperary,CATHOLIC,208751,175298,-7.87016,52.8286
15560W,BISHOP HARTY NS,Tipperary,CATHOLIC,193646,179683,-8.09436,52.8681
15696B,SILVERMINES N S,Tipperary,CATHOLIC,183969,171186,-8.23766,52.7915
15778D,ST MARYS N S,Tipperary,CHURCH OF IRELAND,186651,179588,-8.19824,52.8671
15795D,ST MARYS N S,Tipperary,CHURCH OF IRELAND,211517,172035,-7.82923,52.7993
16112A,ST MARYS CONVENT,Tipperary,CATHOLIC,186529,179437,-8.20005,52.8657
16166A,CARRIG N S,Tipperary,CATHOLIC,201946,201350,-7.97097,53.0628
16211C,TWO MILE BORRIS N S,Tipperary,CATHOLIC,219618,157959,-7.70995,52.6725
16250M,TEMPLETUOHY N S,Tipperary,CATHOLIC,218726,170722,-7.72241,52.7873
16276H,CARRIG N S,Tipperary,CATHOLIC,183131,182537,-8.25067,52.8935
16344V,ST MARYS JNR B N S,Tipperary,CATHOLIC,186535,179608,-8.19997,52.8673
16727O,SCOIL NA MBRAITHRE,Tipperary,CATHOLIC,186961,179455,-8.19363,52.8659
16810B,EOCHAILLE ARA N S,Tipperary,CATHOLIC,179970,180913,-8.29754,52.8788
16835R,S N NAOMH TREASA,Tipperary,CATHOLIC,202804,166274,-7.95847,52.7476
16933R,LOCH MOR MAIGH N S,Tipperary,CATHOLIC,211318,167200,-7.83235,52.7558
16979S,ST COLMCILLES PRIMARY SCHOOL,Tipperary,CATHOLIC,211332,171507,-7.83199,52.7945
17179O,S N AN CILLIN,Tipperary,CATHOLIC,204137,204278,-7.93825,53.0891
17237C,S N CILL BARFHIONN,Tipperary,CATHOLIC,184849,193024,-8.22563,52.9878
17244W,S N NAOMH RUADHAIN,Tipperary,CATHOLIC,193104,208482,-8.10303,53.1269
17296S,S N BAILE NA HINSE,Tipperary,CATHOLIC,174257,168494,-8.38143,52.7669
17498H,S N NAOMH SHEOSAMH,Tipperary,CATHOLIC,197820,177360,-8.03236,52.8472
17512V,S N FLANNAIN NAOFA,Tipperary,CATHOLIC,198172,207378,-8.0273,53.117
17543J,CLOUGHJORDAN N S,Tipperary,CATHOLIC,197029,188072,-8.0442,52.9435
17608L,S N LUA NAOFA,Tipperary,CATHOLIC,191834,204805,-8.12191,53.0938
17634M,SCOIL AILBHE,Tipperary,CATHOLIC,212349,158900,-7.81739,52.6812
17640H,S N COLMAIN NAOFA,Tipperary,CATHOLIC,186273,200487,-8.20474,53.0549
17653Q,CASTLE INY N S,Tipperary,CATHOLIC,214423,170635,-7.7862,52.7866
17679L,S N BRIGHDE,Tipperary,CATHOLIC,199452,168905,-8.00812,52.7712
17681V,S N NA MAIGHNE,Tipperary,CATHOLIC,219290,164920,-7.71439,52.7351
17703F,S N ARD CROINE,Tipperary,CATHOLIC,189625,187284,-8.15432,52.9363
17712G,S N CHIARDA NAOFA,Tipperary,CATHOLIC,192477,175688,-8.11163,52.8322
17731K,S N IOSEF NAOFA,Tipperary,CATHOLIC,211670,171805,-7.82697,52.7972
17850S,S N PHADRAIG NAOFA,Tipperary,CATHOLIC,187362,195571,-8.18831,53.0107
17940T,S N NA MBUACHAILLI,Tipperary,CATHOLIC,172987,162541,-8.39975,52.7134
18087O,S N ODHRAN NAOFA,Tipperary,CATHOLIC,189638,174016,-8.15371,52.8171
18135W,SCOIL ANGELA,Tipperary,CATHOLIC,212788,158876,-7.8109,52.681
18164G,S N BUIRGHEAS,Tipperary,CATHOLIC,179525,175303,-8.3038,52.8284
18207V,S N BAILE AN ATHA,Tipperary,CATHOLIC,170576,173387,-8.4364,52.8107
18213Q,S N LEAMHACH,Tipperary,CATHOLIC,210615,161808,-7.84293,52.7074
18285S,S N CILL CHUIMIN,Tipperary,CATHOLIC,190147,159945,-8.14573,52.6906
18322V,S N AN DROMA,Tipperary,CATHOLIC,207053,168577,-7.8955,52.7683
18343G,S N CHAOIMHGHIN,Tipperary,CATHOLIC,217949,154025,-7.73484,52.6372
18345K,S N IOSEF NAOFA,Tipperary,CATHOLIC,214548,187547,-7.7836,52.9386
18350D,S N NA HINSE,Tipperary,CATHOLIC,206088,162888,-7.9099,52.7171
18369B,S N CILL RUADHAIN,Tipperary,CATHOLIC,190840,182545,-8.13612,52.8937
18379E,BARNANE N S,Tipperary,CATHOLIC,206015,170946,-7.91083,52.7896
18396E,S N RATH EILTE,Tipperary,CATHOLIC,216165,162568,-7.76078,52.7141
18435L,SACRED HEART PRIMARY SCHOOL,Tipperary,CATHOLIC,213568,188701,-7.79812,52.949
18443K,S N IOSEF NAOFA,Tipperary,CATHOLIC,194292,198848,-8.08511,53.0403
18465U,S N LIOS AN HALLA,Tipperary,CATHOLIC,183986,175555,-8.23762,52.8308
18557C,S N TEAMPALL DOIRE,Tipperary,CATHOLIC,194746,169147,-8.07786,52.7734
18559G,S N CILL NA NAOMH,Tipperary,CATHOLIC,190607,170758,-8.13924,52.7878
18775M,S N MICHEAL NAOFA,Tipperary,CATHOLIC,208855,154294,-7.86918,52.6399
19422H,CLOUGHJORDAN NO 1 N S,Tipperary,CHURCH OF IRELAND,198081,187493,-8.02854,52.9383
19640R,SCOIL MHUIRE,Tipperary,CATHOLIC,212630,182886,-7.81231,52.8967
19677R,SCOIL IOSAGAIN,Tipperary,CATHOLIC,198580,161092,-8.02101,52.701
19874T,SCOIL NA TOIRBHIRTE,Tipperary,CATHOLIC,213043,158926,-7.80712,52.6814
19937R,GAELSCOIL AONACH,Tipperary,CATHOLIC,186053,179740,-8.20713,52.8684
19968F,GAELSCOIL DURLAS EILE,Tipperary,CATHOLIC,211959,158654,-7.82316,52.679
20062K,SCOIL MHUIRE,Tipperary,CATHOLIC,191402,193448,-8.12805,52.9917
00606M,MONARD N S,Tipperary,CATHOLIC,184817,139927,-8.22365,52.5106
01285A,TIPPERARY JNR BN S,Tipperary,CATHOLIC,189264,136269,-8.15803,52.4778
01862M,TIPPERARY G N S,Tipperary,CATHOLIC,189225,136222,-8.1586,52.4774
02237R,DUALLA N S,Tipperary,CATHOLIC,212505,143370,-7.81567,52.5416
02670I,SAN ISADOIR,Tipperary,CATHOLIC,207316,146733,-7.89208,52.5719
04075E,MOYGLASS N S,Tipperary,CATHOLIC,219869,141792,-7.70721,52.5272
04620D,THOMASTOWN N S,Tipperary,CATHOLIC,198571,137986,-8.02104,52.4934
05144C,NEW INN B N S,Tipperary,CATHOLIC,207925,132120,-7.88345,52.4406
06789H,LISRONAGH N S,Tipperary,CATHOLIC,220182,129558,-7.70334,52.4173
07048Q,MOHOBER N S,Tipperary,CATHOLIC,233885,145355,-7.50032,52.5585
07245S,CULLEN N S,Tipperary,CATHOLIC,181186,140012,-8.27714,52.5113
07358I,S N SCEICHIN A RINCE,Tipperary,CATHOLIC,189883,117212,-8.14834,52.3066
08316U,NEWTOWN N S,Tipperary,CATHOLIC,187873,140645,-8.17866,52.5171
09432E,ST JOSEPHS PRIMARY SCHOOL,Tipperary,CATHOLIC,189019,136403,-8.16164,52.479
09967U,UPPER NEWTOWN N S,Tipperary,CATHOLIC,241324,128023,-7.39277,52.4023
10120P,S N MHUIRE NA TROCAIRE,Tipperary,CATHOLIC,205544,124699,-7.91859,52.3739
10533R,BALLYDREHID N S,Tipperary,CATHOLIC,202408,128401,-7.96461,52.4072
11453B,LISNAMROCK N S,Tipperary,CATHOLIC,228060,151216,-7.58572,52.6115
11470B,SLIEVEARDAGH N S,Tipperary,CATHOLIC,230914,152695,-7.54344,52.6247
11605V,ROSEGREEN N S,Tipperary,CATHOLIC,211509,135135,-7.83063,52.4676
11872V,CLOCHAR NA TOIRBHIRTE,Tipperary,CATHOLIC,240142,121921,-7.41087,52.3475
12180U,PRESENTATION PRIMARY SCHOOL,Tipperary,CATHOLIC,219261,121851,-7.71732,52.348
12349L,S N MUIRE NA NAINGEAL,Tipperary,CATHOLIC,220193,122492,-7.7036,52.3537
13210I,ST JOSEPHS NATIONAL SCHOOL,Tipperary,CATHOLIC,231082,148720,-7.54134,52.589
13404V,Scoil Mhuire Gan Sm�l,Tipperary,CATHOLIC,208100,132313,-7.88087,52.4423
13678M,KILLURNEY N S,Tipperary,CATHOLIC,226876,127215,-7.60513,52.3959
13847J,HOLLYFORD N S,Tipperary,CATHOLIC,191891,153068,-8.11977,52.6289
14008S,S N BHRIDE,Tipperary,CATHOLIC,194220,141521,-8.08517,52.5251
14181J,POULICAPPLE N S,Tipperary,CATHOLIC,238378,138857,-7.43482,52.4998
14426N,KNOCKAVILLA N S,Tipperary,CATHOLIC,199788,143651,-8.00313,52.5443
14791N,CAPPAWHITE N S,Tipperary,CATHOLIC,188886,148031,-8.16398,52.5835
15008A,SHRONELL N S,Tipperary,CATHOLIC,183055,135421,-8.24938,52.4701
15157R,MOUNT BRUIS N S,Tipperary,CATHOLIC,184430,132458,-8.229,52.4435
15299O,GAILE N S,Tipperary,CATHOLIC,209043,150170,-7.86651,52.6028
15362S,S N MICHIL NAOFA,Tipperary,CATHOLIC,233952,140349,-7.49984,52.5136
15970S,BALLYTARSNA N S,Tipperary,CATHOLIC,211035,147459,-7.8372,52.5784
16059W,EMLY N S,Tipperary,CATHOLIC,176387,134695,-8.34745,52.4633
16077B,ARDFINNAN N S,Tipperary,CATHOLIC,208169,117456,-7.88022,52.3088
16111V,KILLUSTY N S,Tipperary,CATHOLIC,224932,133165,-7.63325,52.4495
16725K,S N MHUIRE NA MBRAITHRE,Tipperary,CATHOLIC,239936,122111,-7.41387,52.3492
16728Q,ST MARYS N S,Tipperary,CATHOLIC,219667,122309,-7.71134,52.3521
16729S,ST PETER AND PAUL,Tipperary,CATHOLIC,220456,122785,-7.69973,52.3564
17114J,S N AN GHABHAILIN,Tipperary,CATHOLIC,201508,138579,-7.97779,52.4987
