Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
17140K,S N BAILE SLUAGH,Tipperary,CATHOLIC,226553,154026,-7.60774,52.6369
17276M,SCOIL NA MBRAITHRE,Tipperary,CATHOLIC,188934,136279,-8.16288,52.4779
17332T,ST MARYS PAROCHIAL SCHOOL,Tipperary,CHURCH OF IRELAND,219501,122472,-7.71376,52.3536
17486A,S N CLEIREACHAIN,Tipperary,CATHOLIC,216688,128736,-7.75474,52.41
17511T,S N BAILE AN IUBHAIR,Tipperary,CATHOLIC,216267,146056,-7.76008,52.5657
17542H,S N RATH CHAOMHGHIN,Tipperary,CATHOLIC,214780,124598,-7.78296,52.3728
17580P,S N GORT NA HUAIGHE,Tipperary,CATHOLIC,226882,158221,-7.60254,52.6746
17620B,S N ROIS MHOIR,Tipperary,CATHOLIC,199780,151660,-8.00325,52.6163
17621D,S N AN BHEALAIGH,Tipperary,CATHOLIC,201163,148659,-7.98284,52.5893
17665A,S N GLEANN GUAIL,Tipperary,CATHOLIC,224553,151950,-7.63744,52.6183
17694H,S N CHLUAININ,Tipperary,CATHOLIC,227435,135962,-7.5962,52.4745
17779P,POWERSTOWN N S,Tipperary,CATHOLIC,222956,124494,-7.66291,52.3716
17783G,S N CHUIRT DOIGHTE,Tipperary,CATHOLIC,194727,117777,-8.07732,52.3117
17799V,S N NA HAILLE,Tipperary,CATHOLIC,185715,144897,-8.21064,52.5553
18062V,S N AN GRAINSEACH,Tipperary,CATHOLIC,212021,120782,-7.82362,52.3386
18085K,BALLYNEALE N S,Tipperary,CATHOLIC,236403,124836,-7.46543,52.374
18326G,S N NAOMH PADRAIG,Tipperary,CATHOLIC,231533,128092,-7.53663,52.4035
18459C,SCOIL MHUIRE,Tipperary,CATHOLIC,233747,137247,-7.50318,52.4857
18486F,S N CILL SIOLAIN,Tipperary,CATHOLIC,228550,123562,-7.58085,52.363
18501V,GRANGEMOCKLER NS,Tipperary,CATHOLIC,235938,132749,-7.47141,52.4451
18512D,St Francis National School,Tipperary,CATHOLIC,190520,143114,-8.13973,52.5394
18528S,ANNACARTY N S,Tipperary,CATHOLIC,192428,146050,-8.11168,52.5658
18538V,SCOIL MHUIRE,Tipperary,CATHOLIC,213140,113287,-7.80749,52.2712
18582B,BALLYLOOBY N S,Tipperary,CATHOLIC,201015,119350,-7.98511,52.3259
18716T,CAHIR B N S,Tipperary,CATHOLIC,205468,124799,-7.9197,52.3748
19294B,LISVERNANE N S,Tipperary,CATHOLIC,184652,128877,-8.22557,52.4113
19305D,TANKERSTOWN N S,Tipperary,CATHOLIC,199233,129697,-8.01127,52.4189
19356U,KILLENAULE N S,Tipperary,CATHOLIC,222062,146545,-7.67458,52.5698
19421F,KILROSS NS,Tipperary,CATHOLIC,181010,131350,-8.27924,52.4334
19540N,CLOGHEEN CENTRAL N S,Tipperary,CATHOLIC,200722,113139,-7.98942,52.2701
19645E,ST OLIVER PLUNKETTS NS,Tipperary,CATHOLIC,219361,123191,-7.71578,52.3601
19689B,BANSHA N S,Tipperary,CATHOLIC,195589,132860,-8.06488,52.4473
19690J,CLONOULTY CENTRAL N S,Tipperary,CATHOLIC,202827,150098,-7.95827,52.6022
19692N,ST JOHN THE BAPTIST,Tipperary,CATHOLIC,207844,139798,-7.88446,52.5096
19696V,CASHEL DEANERY,Tipperary,CHURCH OF IRELAND,207844,139737,-7.88446,52.5091
19879G,NAOMH PADRAIG  JUNIOR,Tipperary,CATHOLIC,228024,140693,-7.58714,52.517
19880O,NAOMH PADRAIG  SENIOR,Tipperary,CATHOLIC,228036,140678,-7.58696,52.5168
20007C,GAELSCOIL CHLUAIN MEALA,Tipperary,CATHOLIC,219595,122262,-7.7124,52.3517
20027I,GAELSCOIL THIOBRAID ARANN,Tipperary,CATHOLIC,189873,135546,-8.14904,52.4713
20085W,GAELSCOIL CHARRAIG NA SIUIRE,Tipperary,CATHOLIC,239147,121472,-7.42553,52.3436
20129Q,SCOIL TEAMPALL TOINNE,Tipperary,CATHOLIC,193421,113221,-8.09639,52.2708
20155R,ST JOHN THE BAPTIST BOYS SCHOOL,Tipperary,CATHOLIC,207840,139836,-7.88452,52.5099
20355C,Holy Trinity National School,Tipperary,CATHOLIC,220517,135271,-7.69807,52.4686
12007G,OUR LADY OF GOOD COUNSEL GNS,Waterford,CATHOLIC,261367,112927,-7.10105,52.2647
12535I,S N URSULA NAOFA,Waterford,CATHOLIC,260616,110931,-7.1124,52.2469
15046I,ST STEPHENS N S,Waterford,CATHOLIC,260522,112313,-7.11353,52.2593
16976M,S N DEAGLAN,Waterford,CATHOLIC,261069,111714,-7.10563,52.2539
17351A,S N NAOMH MHUIRE,Waterford,CATHOLIC,263875,108569,-7.06513,52.2253
18235D,S N MUIRE AN PORT MOR,Waterford,CATHOLIC,261558,113278,-7.09818,52.2679
18462O,SCOIL LORCAIN BNS,Waterford,CATHOLIC,261114,110476,-7.10519,52.2427
18509O,AN TEAGHLAIGH NAOFA,Waterford,CATHOLIC,259817,112347,-7.12385,52.2597
18681D,CHRIST CHURCH N S,Waterford,CHURCH OF IRELAND,261129,111617,-7.10477,52.253
18689T,OUR LADY OF MERCY SENIOR P.S.,Waterford,CATHOLIC,259837,112385,-7.12355,52.26
18793O,SC NAOMH EOIN LE DIA,Waterford,CATHOLIC,261230,111414,-7.10333,52.2511
19511G,ST SAVIOURS NS,Waterford,CATHOLIC,258412,110092,-7.14482,52.2396
19853L,GAELSCOIL PHORT LAIRGE,Waterford,CATHOLIC,264115,109003,-7.06154,52.2292
19947U,MOUNT SION CBS N S,Waterford,CATHOLIC,260304,111916,-7.11679,52.2558
19955T,Presentation Primary School,Waterford,CATHOLIC,259708,111706,-7.12556,52.2539
20050D,GAELSCOIL NA NDEISE,Waterford,CATHOLIC,259502,112676,-7.12841,52.2627
20143K,WATERPARK  N S,Waterford,CATHOLIC,261438,111964,-7.10018,52.2561
20160K,WATERFORD EDUCATE TOGETHER NS,Waterford,MULTI DENOMINATIONAL,259554,112018,-7.12776,52.2568
20219R,ST PAULS B N S,Waterford,CATHOLIC,259245,111150,-7.13244,52.249
01395H,AGLISH N S,Waterford,CATHOLIC,212182,91221,-7.82231,52.0729
01711O,S N CILL ROSANTA,Waterford,CATHOLIC,231318,103150,-7.54211,52.1794
01767S,S N NA CROISE NAOFA,Waterford,CATHOLIC,236540,98696,-7.46624,52.139
02889O,S N AN CHLAIS MHOR,Waterford,CATHOLIC,212490,84286,-7.81808,52.0106
05548D,SN BAILE MHIC AIRT,Waterford,CATHOLIC,224776,83861,-7.63916,52.0064
07441S,BALLYCURRANE N S,Waterford,CATHOLIC,215693,84031,-7.77144,52.0082
07737Q,VILLIERSTOWN N S,Waterford,CATHOLIC,210587,92859,-7.84553,52.0877
11969N,CARRICKBEG N S,Waterford,CATHOLIC,240685,120116,-7.40312,52.3313
13020D,OUR LADY OF MERCY N S,Waterford,CATHOLIC,236565,98491,-7.4659,52.1372
13635R,BALLYDUFF N S,Waterford,CATHOLIC,249995,109165,-7.26817,52.2321
14164J,S N LIOS MOR MOCHUDA,Waterford,CHURCH OF IRELAND,204835,98602,-7.92937,52.1394
14568K,KILLEA BOYS N S,Waterford,CATHOLIC,268097,101910,-7.00469,52.1649
14679T,S N BAILE BUILEARAIGH,Waterford,CATHOLIC,256072,108179,-7.17939,52.2226
14989L,PASSAGE EAST N S,Waterford,CATHOLIC,270154,109324,-6.97309,52.2313
15318P,GLENBEG N S,Waterford,CATHOLIC,222111,90914,-7.67751,52.0699
15540Q,BALLYDUFF B 2 N S,Waterford,CATHOLIC,196552,98851,-8.05037,52.1416
15963V,RATHGORMACK B N S,Waterford,CATHOLIC,234165,117213,-7.49906,52.3056
16732H,SCOIL NAOMH SEOSAMH,Waterford,CATHOLIC,225896,92887,-7.62216,52.0874
16748W,S N NA CILLE,Waterford,CATHOLIC,245584,102943,-7.33357,52.1765
16818R,SN NA LEANAI,Waterford,CATHOLIC,228230,88584,-7.58846,52.0486
16950R,S N AN CARRAIG LIATH,Waterford,CATHOLIC,222000,94055,-7.67893,52.0981
17133N,S N AN BAILE NUA,Waterford,CATHOLIC,241753,107876,-7.38897,52.2212
17159I,S N AN GARRAIN BHAIN,Waterford,CATHOLIC,229837,95828,-7.5644,52.1137
17295Q,S N NA RINNE,Waterford,CATHOLIC,229160,88487,-7.57491,52.0477
17522B,KNOCKANORE N S,Waterford,CATHOLIC,207470,89051,-7.89109,52.0535
17525H,Light of Christ National School,Waterford,CATHOLIC,268654,100614,-6.99681,52.1532
17535K,FIONNABHAIR N S,Waterford,CATHOLIC,252742,101301,-7.22919,52.1611
17536M,S N DUN AILL,Waterford,CATHOLIC,250458,102600,-7.26237,52.173
17570M,S N NA BHFIODH,Waterford,CATHOLIC,237164,107736,-7.45614,52.2202
17643N,S N CILL BHRIAIN,Waterford,CATHOLIC,223573,104395,-7.65526,52.191
17997C,ST MARYS N S GRANGE,Waterford,CATHOLIC,217661,81026,-7.74293,51.9811
18048E,S N NAOMH DEAGLAN,Waterford,CATHOLIC,218527,77654,-7.7305,51.9508
18077L,S N CNOC MACHAN,Waterford,CATHOLIC,243800,99226,-7.36013,52.1433
18094L,S N DUN NA MAINISTREACH,Waterford,CATHOLIC,226683,93146,-7.61066,52.0897
18108T,WHITECHURCH N S CEAPACH,Waterford,CATHOLIC,215241,94516,-7.77755,52.1025
18167M,S N AINE NFA SEAFIELD,Waterford,CATHOLIC,242250,100407,-7.38263,52.154
18318H,S N NAOMH PARTHALAN,Waterford,CATHOLIC,213197,79411,-7.80797,51.9668
18321T,S N MUIRE MAGH DEILGE,Waterford,CATHOLIC,216859,99640,-7.75368,52.1485
18380M,S N FAICHE LIAG,Waterford,CATHOLIC,268129,112668,-7.00206,52.2616
18488J,SCOIL NAOMH GOBNAIT,Waterford,CATHOLIC,224302,98679,-7.64501,52.1396
18779U,ST MARYS NS TOURANEENA,Waterford,CATHOLIC,219518,105684,-7.71448,52.2027
19345P,BALLYMACARBERRY N S,Waterford,CATHOLIC,217752,114451,-7.73986,52.2816
19443P,CLONEA NS,Waterford,CATHOLIC,238301,114290,-7.43876,52.2791
19616U,SCOIL MHUIRE,Waterford,CATHOLIC,199773,93195,-8.00331,52.0908
19629G,HOLY CROSS SCHOOL,Waterford,CATHOLIC,257128,101248,-7.1651,52.1602
19726E,STRADBALLY C. OF IRE. NS,Waterford,CHURCH OF IRELAND,236729,97565,-7.4636,52.1289
19814B,SCOIL GEARBHAIN,Waterford,CATHOLIC,227796,94324,-7.59432,52.1003
19885B,GEALSCOIL PHILIB BARUN,Waterford,CATHOLIC,258480,102175,-7.14519,52.1684
19953P,ST MARYS NS,Waterford,CATHOLIC,225702,92858,-7.625,52.0872
19970P,PORTLAW N.S.,Waterford,CATHOLIC,246777,115587,-7.31438,52.2901
20076V,BUN SCOIL BHOTHAR NA NAOMH,Waterford,CATHOLIC,205132,98460,-7.92504,52.1381
20116H,GLOR NA MARA NS,Waterford,CATHOLIC,257978,101852,-7.15258,52.1656
20157V,BUNSCOIL GLEANN SIDHEAIN,Waterford,CATHOLIC,211059,99284,-7.83843,52.1454
20170N,SCOIL CHOILL MHIC THOMAISIN,Waterford,CATHOLIC,239880,106072,-7.41659,52.2051
20261Q,Newtown Junior School,Waterford,QUAKER,261389,111579,-7.10097,52.2526
00934G,PRESENTATION CONVENT (JNR),Westmeath,CATHOLIC,243645,253338,-7.34178,53.5282
00941D,S N BHRIDE,Westmeath,CATHOLIC,227296,260815,-7.58768,53.5965
01731U,BALLYNACARGY MIXED N S,Westmeath,CATHOLIC,230756,259508,-7.53555,53.5845
02263S,CROWENSTOWN N S,Westmeath,CATHOLIC,263762,262778,-7.03651,53.6109
03936C,S N AN CHUIL,Westmeath,CATHOLIC,241503,272412,-7.37155,53.6997
05513H,CASTLEPOLLARD MIXED N S,Westmeath,CATHOLIC,246558,270414,-7.29531,53.6814
05916G,St. Anne's National School,Westmeath,CATHOLIC,241585,237789,-7.37491,53.3886
07722D,ST PETERS N S SNR,Westmeath,CATHOLIC,203862,241260,-7.9419,53.4214
08037Q,TANG N S,Westmeath,CATHOLIC,213773,253856,-7.79226,53.5345
08100U,S N PHADRAIG,Westmeath,CATHOLIC,255107,253970,-7.16883,53.5328
10857U,CASTLEPOLLARD PAROC.N S,Westmeath,CHURCH OF IRELAND,246156,270177,-7.30143,53.6793
13571R,DRUMRANEY MIXED N S,Westmeath,CATHOLIC,216722,247377,-7.74812,53.4762
14450K,ST FEIGHANS MXD N S,Westmeath,CATHOLIC,251439,270006,-7.2215,53.6772
15291V,STREAMSTOWN MIXED N S,Westmeath,CATHOLIC,229297,242237,-7.55919,53.4294
15307K,DALYSTOWN N S,Westmeath,CATHOLIC,240890,242935,-7.38469,53.4349
15512L,ST BRIGID'S PRIMARY SCHOOL,Westmeath,CATHOLIC,218394,238614,-7.72345,53.3974
16092U,ATHLONE N S,Westmeath,CHURCH OF IRELAND,204101,242437,-7.93829,53.432
16304J,MILLTOWNPASS N S,Westmeath,CATHOLIC,250006,243853,-7.24737,53.4424
16340N,BALLINAGORE MIXED N S,Westmeath,CATHOLIC,235787,239877,-7.46182,53.4078
16639R,SN DEAGHAN O CEALLAIGH,Westmeath,CATHOLIC,203111,241481,-7.9532,53.4234
16838A,ST. COLMCILLE'S N.S.,Westmeath,CATHOLIC,244777,248285,-7.32544,53.4827
16868J,BAILE NA GCEALLACH N S,Westmeath,CATHOLIC,251758,266940,-7.21719,53.6497
16914N,BAILE COIREIL N S,Westmeath,CATHOLIC,253745,248595,-7.19029,53.4846
16961W,KILCUMERAGH N S,Westmeath,CATHOLIC,223654,241739,-7.64414,53.4252
17025K,S N NA NDUN,Westmeath,CATHOLIC,250276,251051,-7.24216,53.507
17089N,CLUAIN MAOLAIN N S,Westmeath,CATHOLIC,265237,268694,-7.01299,53.6639
17102C,CLUAIN BUINNE N S,Westmeath,CATHOLIC,207612,238529,-7.88556,53.3969
17167H,BL OLIVER PLUNKETT N S,Westmeath,CATHOLIC,218129,238535,-7.72744,53.3967
17182D,MHICHIL NAOFA N S,Westmeath,CATHOLIC,233583,243823,-7.49454,53.4434
17189R,RATH EOGHAN N S,Westmeath,CATHOLIC,231762,267145,-7.51958,53.6531
17236A,BOHER N S,Westmeath,CATHOLIC,226985,245798,-7.59368,53.4616
17290G,DYSART NS,Westmeath,CATHOLIC,235875,246790,-7.45971,53.4699
17327D,CURRAGHMORE N S,Westmeath,CATHOLIC,247076,253522,-7.29002,53.5295
17432A,MAGH MORA N S,Westmeath,CATHOLIC,224824,253927,-7.62557,53.5347
17606H,NAOMH MICHEAL N S,Westmeath,CATHOLIC,244070,278428,-7.33182,53.7536
17708P,SC CIARAIN,Westmeath,CATHOLIC,210531,242626,-7.84154,53.4336
17743R,NAOMH MUIRE N S,Westmeath,CATHOLIC,241194,281033,-7.37508,53.7772
17806P,CILL CLEITHE N S,Westmeath,CATHOLIC,212839,236011,-7.80707,53.3741
17882I,S N AODHA NAOFA,Westmeath,CATHOLIC,239582,232994,-7.40561,53.3457
17903N,CORR NA MADADH N S,Westmeath,CATHOLIC,206513,242753,-7.90199,53.4348
17932U,ODHRAN NAOFA N S,Westmeath,CATHOLIC,234370,256677,-7.48129,53.5589
17991N,EOIN NAOFA N S,Westmeath,CATHOLIC,221345,248963,-7.67838,53.4902
18036U,DIARMADA N S,Westmeath,CATHOLIC,246425,266218,-7.29795,53.6437
18193N,S N NAOMH FIONTAN,Westmeath,CATHOLIC,235753,273858,-7.45844,53.7132
18212O,SCOIL NA MAIGHDINE MHUIRE,Westmeath,CATHOLIC,243629,253358,-7.34202,53.5284
18262G,LOCHAN AN BHEALAIGH N S,Westmeath,CATHOLIC,231698,248587,-7.52243,53.4863
18381O,SCOIL NA MBRAITHRE,Westmeath,CATHOLIC,243357,253081,-7.34616,53.5259
18405C,S N PHOIL NAOFA,Westmeath,CATHOLIC,203880,241131,-7.94163,53.4203
18484B,MHUIRE N S,Westmeath,CATHOLIC,259892,253108,-7.09683,53.5245
18505G,NAOMH CLAR N S,Westmeath,CATHOLIC,209567,249133,-7.85584,53.4921
18533L,SCOIL MHUIRE,Westmeath,CATHOLIC,246158,259917,-7.30292,53.5871
18591C,NAOMH TOMAS N S,Westmeath,CHURCH OF IRELAND,230775,267675,-7.53446,53.6579
18598Q,EARNAIN MXD N S,Westmeath,CATHOLIC,260381,263535,-7.08745,53.6181
18640M,NAOMH IOSEF N S,Westmeath,CATHOLIC,257174,251162,-7.13817,53.5073
18679Q,AN GHRIANAN N S,Westmeath,CATHOLIC,215482,241559,-7.76709,53.4239
18744B,S N NA NAOMH UILE,Westmeath,CHURCH OF IRELAND,243846,252901,-7.33882,53.5242
18764H,ARD NA GCRAITH N S,Westmeath,CATHOLIC,213955,248119,-7.78977,53.4829
18812P,LOCH AN GHAIR N S,Westmeath,CATHOLIC,248211,258105,-7.2722,53.5706
18864L,S N AN CUSAN,Westmeath,CATHOLIC,204423,244036,-7.93342,53.4464
19008U,SCOIL PHADRAIG,Westmeath,CATHOLIC,230195,254461,-7.54451,53.5392
19205W,NAOMH TOLA N S,Westmeath,CATHOLIC,257570,259803,-7.13061,53.5849
19350I,S N CHRUIMIN NAOFA,Westmeath,CATHOLIC,239738,263943,-7.39935,53.6238
19607T,KILPATRICK NS,Westmeath,CATHOLIC,240037,251460,-7.39643,53.5116
19632S,BALLINAHOWEN NS,Westmeath,CATHOLIC,209984,233258,-7.85006,53.3495
19650U,SCOIL CHOLMAIN NAOFA,Westmeath,CATHOLIC,244622,253358,-7.32705,53.5283
19848S,ST ETCHENS NATIONAL SCHOOL,Westmeath,CATHOLIC,259636,245521,-7.10214,53.4564
19948W,SC NA GCEITHRE MAISTRI,Westmeath,CATHOLIC,205503,241889,-7.91721,53.4271
20002P,GAELSCOIL AN MHUILINN,Westmeath,CATHOLIC,242705,253289,-7.35597,53.5278
20063M,SCOIL AN CHLOCHAIR CILL BHEAGAN,Westmeath,CATHOLIC,233781,235339,-7.49247,53.3672
20073P,ST MARYS NS,Westmeath,CATHOLIC,204473,241685,-7.93271,53.4253
20188J,MULLINGAR EDUCATE TOGETHER,Westmeath,MULTI DENOMINATIONAL,242209,253028,-7.36348,53.5255
20238V,Gaelscoil An Choill�n,Westmeath,INTER DENOMINATIONAL,242731,256325,-7.35516,53.5551
20439I,St Francis Primary School,Westmeath,CATHOLIC,0,0,-10.8631,51.2181
01840C,ST CANICE S CONVENT,Wexford,CATHOLIC,271336,127819,-6.95188,52.3973
03633H,SCOIL N�ISI�NTA BHANTIARNA LOURDES,Wexford,CATHOLIC,291134,156359,-6.65325,52.6508
05070W,S N BAILE MUIRNE,Wexford,CATHOLIC,303775,133225,-6.47374,52.4407
06959G,CLONROCHE N S,Wexford,CATHOLIC,286762,133608,-6.72378,52.4471
08221J,ST SENANS NATIONAL SCH,Wexford,CATHOLIC,298058,140171,-6.55575,52.5042
09184L,SHIELBEGGAN CONVENT,Wexford,CATHOLIC,276871,112358,-6.8741,52.2577
10780L,BALLYOUGHTER N S,Wexford,CATHOLIC,310721,152691,-6.36514,52.6142
11361T,FAYTHE CONVENT,Wexford,CATHOLIC,305434,121014,-6.45319,52.3307
11380A,CAIME N S,Wexford,CATHOLIC,289674,140867,-6.67901,52.5119
11986N,CONVENT OF MERCY,Wexford,CATHOLIC,303870,120728,-6.47621,52.3284
12372G,MICHAEL ST N S,Wexford,CATHOLIC,272109,127308,-6.94063,52.3927
12741L,MARSHALSTOWN N S,Wexford,CATHOLIC,294782,144931,-6.60262,52.5475
12841P,ST PATRICKS N S,Wexford,CATHOLIC,298087,156462,-6.5505,52.6506
13299E,GLANBRIAN N S,Wexford,CATHOLIC,301971,135818,-6.49947,52.4644
13335F,COURT N S,Wexford,CATHOLIC,312495,145981,-6.34124,52.5536
13999J,KILNAMANAGH N S,Wexford,CHURCH OF IRELAND,311109,142051,-6.36298,52.5186
14254K,S N MHUIRE,Wexford,CATHOLIC,286659,110444,-6.73127,52.239
14492D,CURRACLOE N S,Wexford,CATHOLIC,309524,127959,-6.39094,52.3923
14668O,BALLAGHKEENE N S,Wexford,CATHOLIC,306805,137779,-6.42773,52.4811
14777T,KILMYSHALL N S,Wexford,CATHOLIC,291058,153702,-6.6551,52.627
14900P,GUSSERANE N S,Wexford,CATHOLIC,277826,117972,-6.85882,52.308
14903V,ST JOSEPHS N S,Wexford,CATHOLIC,316262,141032,-6.28745,52.5084
14909K,ST LEONARDS N S,Wexford,CATHOLIC,281699,112612,-6.80334,52.2593
15177A,CARRIGDUFF NAT SCHOOL,Wexford,CHURCH OF IRELAND,290367,157006,-6.6644,52.6568
15354T,CAMOLIN N S,Wexford,CATHOLIC,306641,152676,-6.42536,52.6149
15367F,RIVERCHAPEL N S,Wexford,CATHOLIC,319591,155532,-6.23321,52.6379
15407O,SN BAILE THOMAIS,Wexford,CATHOLIC,310756,169479,-6.35898,52.7651
15419V,OULART N S,Wexford,CATHOLIC,309386,140200,-6.38896,52.5023
15420G,BALLYCANEW N S,Wexford,CATHOLIC,314762,152327,-6.30563,52.6101
15937U,MONASEED N S,Wexford,CATHOLIC,307981,163901,-6.40191,52.7155
15940J,TOMBRACK N S,Wexford,CATHOLIC,298222,150842,-6.55018,52.6
15948C,CLOLOGUE N S,Wexford,CATHOLIC,306631,150467,-6.42622,52.5951
15962T,BALLINDAGGIN N S,Wexford,CATHOLIC,289677,147088,-6.67728,52.5678
16023B,RATHGAROGUE N S,Wexford,CATHOLIC,277251,131297,-6.86418,52.4278
16072O,NEWBAWN N S,Wexford,CATHOLIC,282206,121769,-6.79368,52.3415
16145P,BUNSCOIL LORETO,Wexford,CATHOLIC,315736,159416,-6.28877,52.6736
16409A,ST MARYS N S,Wexford,CATHOLIC,319998,148662,-6.22969,52.5761
16605A,KILRANE N S,Wexford,CATHOLIC,312568,111170,-6.35185,52.2409
16673R,S N BAILE CUISIN,Wexford,CATHOLIC,277959,125415,-6.85515,52.3748
16741I,SCOIL NA MBRAITHRE,Wexford,CATHOLIC,272038,127794,-6.94157,52.397
16828U,S N BEARNA NA H-AILLE,Wexford,CATHOLIC,300419,131322,-6.52365,52.4243
16833N,KILTEALY N S,Wexford,CATHOLIC,285312,146864,-6.74171,52.5665
16841M,S N NMH BRIGHDE,Wexford,CATHOLIC,312400,133925,-6.3467,52.4453
16879O,S N CLOCHAR MHUIRE,Wexford,CATHOLIC,309669,115770,-6.39279,52.2828
16992K,CLONGEEN MXD N S,Wexford,CATHOLIC,283947,116789,-6.76938,52.2965
17005E,S N AN GHLEANNA,Wexford,CATHOLIC,296704,125495,-6.57993,52.3726
17017L,S N PHADRAIG,Wexford,CATHOLIC,301639,127341,-6.50693,52.3883
17117P,S N CUL GREINE,Wexford,CATHOLIC,319234,169418,-6.23345,52.7627
17194K,S N BAILE UI COILEAIN,Wexford,CATHOLIC,279287,114803,-6.83815,52.2793
17217T,SCOIL NA MBRAITHRE,Wexford,CATHOLIC,304710,121219,-6.46374,52.3327
17235V,S N CHAOMHAIN TORRCHOILL,Wexford,CATHOLIC,320920,163162,-6.21078,52.7061
17267L,SCOIL IOBAR NAOFA,Wexford,CATHOLIC,293259,155298,-6.62215,52.6409
17354G,S N PADRAIG,Wexford,CATHOLIC,308732,159862,-6.39213,52.6791
17373K,S N CLOCHAR MHUIRE,Wexford,CATHOLIC,304249,121747,-6.47034,52.3375
17443F,S N FIONNTAIN,Wexford,CATHOLIC,291851,120035,-6.65266,52.3244
17450C,S N MHAODHOIG,Wexford,CATHOLIC,278274,106297,-6.85496,52.203
17457Q,NMH IOSEPH N S,Wexford,CATHOLIC,271996,127391,-6.94227,52.3934
17510R,S N TREASA NFA,Wexford,CATHOLIC,304248,161783,-6.45781,52.6972
17519M,S N CAISLEAN DOCHRAILL,Wexford,CATHOLIC,294276,148951,-6.60894,52.5837
17526J,S N ABBAIN,Wexford,CATHOLIC,287353,127506,-6.71668,52.3922
17554O,S N NMH SEOSAIMH,Wexford,CATHOLIC,287748,114837,-6.71419,52.2783
17610V,S N BAILE FADA,Wexford,CATHOLIC,316852,169801,-6.26858,52.7667
17612C,ST GARVANS NS,Wexford,CATHOLIC,289565,122961,-6.68541,52.351
17638U,ST JOSEPH'S N.S.,Wexford,CATHOLIC,282264,133807,-6.78988,52.4496
17656W,S N OLIBHEIR BEANNUITHE,Wexford,CATHOLIC,273056,108627,-6.93077,52.2247
17707N,S N RATH AN IUBHAIR,Wexford,CATHOLIC,283791,139264,-6.76605,52.4984
17734Q,SCOIL EOIN BAISTE,Wexford,CATHOLIC,292619,128272,-6.63913,52.3982
17768K,Scoil Ghorm�in Naofa,Wexford,CATHOLIC,322450,164916,-6.1875,52.7215
17769M,S N MHUIRE,Wexford,CATHOLIC,310167,111686,-6.38683,52.246
17800D,S N SEOSAMH NFA,Wexford,CATHOLIC,294678,132279,-6.60775,52.4339
17812K,ST MARYS N S,Wexford,CHURCH OF IRELAND,296986,139387,-6.57176,52.4973
17841R,SN MHUIRE,Wexford,CATHOLIC,296978,130077,-6.57458,52.4137
17858L,S N COILL AN IARAINN,Wexford,CATHOLIC,315835,165727,-6.28508,52.7303
17913Q,S N MHUIRE,Wexford,CATHOLIC,299376,121619,-6.54185,52.3373
18010C,Davidstown Primary School,Wexford,CATHOLIC,292680,137323,-6.63572,52.4795
18133S,FIONNTAIN NFA N S,Wexford,CATHOLIC,301400,111234,-6.51529,52.2436
18191J,S N RAITHIN,Wexford,CATHOLIC,282028,127312,-6.79494,52.3913
18280I,SCOIL NAOMH IOSEPH,Wexford,CATHOLIC,315506,159449,-6.29216,52.674
18308E,S N MOIN NA GCAOR,Wexford,CATHOLIC,303240,142656,-6.47868,52.5256
18315B,S N PADRAIG NFA,Wexford,CATHOLIC,288829,137421,-6.69237,52.4811
18336J,BOOLAVOGUE N S,Wexford,CATHOLIC,307194,145996,-6.41936,52.5548
18387D,S N CATRIONA NFA,Wexford,CATHOLIC,271077,111549,-6.95912,52.2512
18558E,S N BAILE AN PHIARSAIGH,Wexford,CATHOLIC,303231,116024,-6.48702,52.2863
18684J,S N BHAILE MHUIRNE,Wexford,CATHOLIC,301019,115933,-6.51946,52.2859
18687P,BALLYDUFF N S,Wexford,CATHOLIC,303743,155029,-6.4674,52.6366
18707S,CASTLEBRIDGE N S,Wexford,CATHOLIC,305557,127244,-6.44942,52.3867
18714P,ST EDANS N S,Wexford,CHURCH OF IRELAND,302129,149152,-6.49305,52.5841
18824W,ST IBERIUS N S,Wexford,CHURCH OF IRELAND,304405,121655,-6.46808,52.3367
18839M,S N NA SCRINE,Wexford,CATHOLIC,308356,130033,-6.40742,52.4112
19317K,RATHANGAN N S,Wexford,CATHOLIC,294581,109873,-6.61548,52.2326
19352M,SC NAIS REALTA NA MARA,Wexford,CATHOLIC,299427,107133,-6.54537,52.2071
19419S,GOREY CENTRAL SCHOOL,Wexford,CHURCH OF IRELAND,315186,159383,-6.29691,52.6734
19528A,RAMSGRANGE CENTRAL N S,Wexford,CATHOLIC,273804,110942,-6.91932,52.2454
19604N,SCOIL MHUIRE,Wexford,CATHOLIC,271173,118118,-6.95633,52.3102
19739N,SCOIL MHUIRE COOLCOTTS,Wexford,CATHOLIC,303378,121547,-6.48317,52.3359
19741A,SCOIL MHUIRE,Wexford,CATHOLIC,310177,108688,-6.38766,52.219
19890R,NAOMH MAODHOG N.S.,Wexford,CATHOLIC,301827,149838,-6.49729,52.5904
20003R,ST AIDANS PARISH SCHOOL,Wexford,CATHOLIC,296982,140147,-6.5716,52.5042
20008E,GAELSCOIL LOCH GARMAN,Wexford,CATHOLIC,304125,120627,-6.4725,52.3275
20057R,GAELSCOIL INIS CORTHAIDH,Wexford,CATHOLIC,296641,139765,-6.57673,52.5008
